"","...1.x","Data Venda","User ID","Product ID","Product Name","Brand","Category","Price","Rating","Color","Size","Unique ID","...1.y","Motivo devolução"
"211",211,"8/18/2022",6,211,"Jeans","Zara","Women's Fashion",31,2.33280980152067,"Green","L","ID289189189",NA,NA
"212",212,"8/24/2022",24,212,"T-shirt","Adidas","Women's Fashion",53,2.39571952321918,"White","S","ID290090090",NA,NA
"213",213,"9/30/2022",76,213,"Jeans","Zara","Women's Fashion",63,2.69010065284497,"Yellow","XL","ID290990991",NA,NA
"214",214,"10/9/2022",59,214,"Dress","Adidas","Women's Fashion",38,2.46275526727383,"Yellow","XL","ID291891892",197,"Produto com defeito"
"215",215,"1/10/2022",49,215,"T-shirt","Adidas","Men's Fashion",47,2.27836464755766,"Yellow","S","ID292792793",NA,NA
"216",216,"12/14/2022",87,216,"Shoes","Gucci","Kids' Fashion",65,3.59015546237421,"White","M","ID293693693",NA,NA
"217",217,"3/11/2022",7,217,"Sweater","Gucci","Women's Fashion",44,2.4748992115936,"Yellow","S","ID294594594",114,"Arrependimento"
"218",218,"11/28/2022",94,218,"Sweater","Gucci","Men's Fashion",37,2.01364048011029,"Red","M","ID295495495",NA,NA
"219",219,"7/23/2022",78,219,"Dress","H&M","Women's Fashion",27,1.92942918793962,"Green","S","ID296396396",243,"Produto com defeito"
"220",220,"12/6/2022",35,220,"T-shirt","H&M","Kids' Fashion",68,2.90194799551228,"Blue","L","ID297297297",NA,NA
"221",221,"1/8/2022",68,221,"T-shirt","Adidas","Men's Fashion",59,2.73649906818792,"Black","L","ID298198198",NA,NA
"222",222,"11/29/2022",77,222,"Dress","Adidas","Kids' Fashion",83,3.47838705776794,"Yellow","S","ID299099099",34,"Não informado"
"223",223,"1/18/2022",33,223,"Jeans","Gucci","Women's Fashion",61,3.09708743190178,"White","XL","ID300000000",NA,NA
"224",224,"2/9/2022",48,224,"T-shirt","Adidas","Women's Fashion",18,1.88146422940219,NA,"L","ID300900901",184,"Produto com defeito"
"225",225,"6/13/2022",46,225,"Dress","Nike","Men's Fashion",27,1.93613536998563,"Yellow","S","ID301801802",155,"Arrependimento"
"226",226,"9/24/2022",6,226,"Sweater","H&M","Men's Fashion",34,1.94741883836417,"Green","XL","ID302702702",348,"Produto com defeito"
"227",227,"2/12/2022",44,227,"Dress","Adidas","Kids' Fashion",56,2.98920765919924,"Red","S","ID303603603",NA,NA
"228",228,"8/18/2022",66,228,"Shoes","H&M","Men's Fashion",47,2.58447459903386,"Green","S","ID304504504",242,"Não informado"
"229",229,"10/9/2022",81,229,"Shoes","Adidas","Kids' Fashion",62,2.53978986923219,"Red","XL","ID305405405",207,"Produto com defeito"
"230",230,"7/9/2022",96,230,"Shoes","Zara","Men's Fashion",88,3.77912965903613,"Black","S","ID306306306",NA,NA
"231",231,"2/14/2022",92,231,"Dress","Zara","Women's Fashion",50,2.09201118468945,"Red","L","ID307207207",NA,NA
"232",232,"1/1/2022",93,232,"Jeans","Zara","Men's Fashion",46,2.65695752307167,"Red","S","ID308108108",106,"Não informado"
"233",233,"10/20/2022",79,233,"Shoes","Nike","Kids' Fashion",27,1.61054823623375,"Red","M","ID309009009",NA,NA
"234",234,"3/5/2022",64,234,"Sweater","H&M","Kids' Fashion",40,1.98354753611776,"White","S","ID309909910",172,"Produto com defeito"
"235",235,"10/11/2022",61,235,"Shoes","Zara","Women's Fashion",73,2.917862052511,"Green","L","ID310810811",206,"Produto com defeito"
"236",236,"1/5/2022",40,236,"Shoes","Zara","Men's Fashion",48,2.24915584311939,"White","S","ID311711711",178,"Produto com defeito"
"237",237,"12/15/2022",68,237,"Shoes","Adidas","Men's Fashion",35,2.05767959217977,"White","S","ID312612612",NA,NA
"238",238,"1/15/2022",10,238,"Shoes","Adidas","Kids' Fashion",44,2.33673143090959,"White","XL","ID313513513",290,"Produto com defeito"
"239",239,"9/20/2022",33,239,"Shoes","Gucci","Kids' Fashion",41,2.49137949165256,NA,"L","ID314414414",NA,NA
"240",240,"4/27/2022",27,240,"Dress","H&M","Men's Fashion",49,2.5254466669767,"Black","L","ID315315315",306,"Não informado"
"241",241,"7/12/2022",55,241,"Jeans","Gucci","Men's Fashion",42,2.24568475015608,"Green","S","ID316216216",340,"Não informado"
"242",242,"11/30/2022",72,242,"Dress","H&M","Men's Fashion",45,2.28361374329581,"Green","M","ID317117117",NA,NA
"243",243,"1/10/2022",88,243,"Shoes","H&M","Men's Fashion",55,2.9472994276967,"White","XL","ID318018018",21,"Produto com defeito"
"244",244,"12/15/2022",77,244,"Sweater","Zara","Women's Fashion",76,3.23241972599638,"Blue","XL","ID318918919",NA,NA
"245",245,"10/22/2022",27,245,"Dress","H&M",NA,64,2.83366972922837,"Black","S","ID319819820",328,"Produto com defeito"
"246",246,"7/11/2022",89,246,"Jeans","Gucci","Kids' Fashion",59,3.07519005293836,"Green","S","ID320720720",NA,NA
"247",247,"12/10/2022",32,247,"Shoes","Zara","Women's Fashion",85,3.35208486363391,"White","S","ID321621621",315,"Não informado"
"248",248,"3/22/2022",83,248,"Sweater","Zara","Kids' Fashion",73,2.98811329533131,"Red","M","ID322522522",NA,NA
"249",249,"9/23/2022",34,249,"Jeans","H&M","Kids' Fashion",37,1.90378025211721,"Black","XL","ID323423423",221,"Arrependimento"
"250",250,"11/14/2022",68,250,"Dress","H&M","Women's Fashion",55,2.69811013820224,"Yellow","XL","ID324324324",NA,NA
"251",251,"11/19/2022",46,251,"Jeans","Gucci","Kids' Fashion",30,1.85542629956238,"White","L","ID325225225",299,"Arrependimento"
"252",252,"1/19/2022",43,252,"Dress","H&M","Men's Fashion",49,2.32832080324433,"Blue","L","ID326126126",159,"Não informado"
"253",253,"9/11/2022",65,253,"T-shirt","Zara","Kids' Fashion",51,2.46996086656057,"White","M","ID327027027",NA,NA
"254",254,"12/20/2022",20,254,"Jeans","Gucci","Kids' Fashion",45,2.45682719479319,"Yellow","L","ID327927928",101,"Não informado"
"255",255,"11/23/2022",74,255,"T-shirt","H&M","Kids' Fashion",65,3.04011592619642,"Green","M","ID328828829",NA,NA
"256",256,"10/13/2022",33,256,"Jeans","Gucci","Kids' Fashion",60,2.5907920047878,"Blue","L","ID329729729",268,"Não informado"
"257",257,"9/7/2022",38,257,"Shoes","Nike","Women's Fashion",25,1.81508004454363,"Red","S","ID330630630",NA,NA
"258",258,"1/12/2022",86,258,"Dress",NA,"Women's Fashion",91,3.60222800061527,"Yellow","S","ID331531531",NA,NA
"259",259,"1/26/2022",44,259,"Shoes","Nike","Men's Fashion",32,2.24582124695315,"White","L","ID332432432",NA,NA
"260",260,"12/10/2022",34,260,"Dress","Adidas","Kids' Fashion",44,2.35448693054428,"Green","S","ID333333333",NA,NA
"261",261,"9/30/2022",50,261,"Dress","Zara","Men's Fashion",72,3.01150714849565,"Yellow","S","ID334234234",NA,NA
"262",262,"1/3/2022",68,262,NA,"Gucci","Women's Fashion",62,2.91200947451561,"Blue","S","ID335135135",NA,NA
"263",263,"11/26/2022",5,263,"Jeans","Zara","Men's Fashion",36,1.66300362765381,"Yellow","XL","ID336036036",NA,NA
"264",264,"3/7/2022",46,264,"Dress","Gucci","Women's Fashion",28,2.00440802849035,"White",NA,"ID336936937",NA,NA
"265",265,"12/28/2022",8,265,NA,"H&M","Kids' Fashion",33,1.95189701490163,"Blue","XL","ID337837838",NA,NA
"266",266,"1/17/2022",51,266,"Jeans","Gucci","Kids' Fashion",32,2.42464504518964,"White","XL","ID338738738",334,"Arrependimento"
"267",267,"3/7/2022",25,267,"Jeans","Adidas","Women's Fashion",77,3.26925837953252,"Black","S","ID339639639",NA,NA
"268",268,"1/18/2022",32,268,"Jeans","Adidas","Kids' Fashion",59,2.62264408815582,"Yellow","L","ID340540540",NA,NA
"269",269,"11/19/2022",34,269,"Shoes","H&M","Kids' Fashion",33,2.03776036062155,"Black","S","ID341441441",NA,NA
"270",270,"1/15/2022",3,270,"Sweater","Adidas","Kids' Fashion",53,2.76079317436547,"Blue","XL","ID342342342",NA,NA
"271",271,"8/19/2022",76,271,"Jeans","Nike","Men's Fashion",60,2.57689121583457,"Blue","L","ID343243243",NA,NA
"272",272,"1/9/2022",43,272,"Dress","Nike","Kids' Fashion",42,2.00562529504918,"White","M","ID344144144",323,"Arrependimento"
"273",273,"11/30/2022",4,NA,"Dress","Nike","Men's Fashion",65,2.97136999311182,"White","XL","ID345045045",190,"Produto com defeito"
"274",274,"1/10/2022",77,274,"Dress","Adidas","Women's Fashion",61,2.572720487878,"Red","S","ID345945946",158,"Não informado"
"275",275,"8/25/2022",58,275,"Jeans","Nike","Men's Fashion",24,1.97804914256217,"Green","XL","ID346846847",NA,NA
"276",276,"1/4/2022",73,276,"Jeans","Nike","Men's Fashion",75,3.26261280936269,"Yellow","M","ID347747747",102,"Não informado"
"277",277,"8/11/2022",50,277,"Dress","H&M",NA,52,2.31700933662099,NA,"M","ID348648648",226,"Não informado"
"278",278,"10/9/2022",4,278,"Jeans","Gucci","Men's Fashion",72,3.18309892078804,"Black","L","ID349549549",NA,NA
"279",279,"7/8/2022",3,279,"Shoes","Adidas","Kids' Fashion",44,2.35635470162061,"Yellow","M","ID350450450",298,"Arrependimento"
"280",280,"5/30/2022",31,280,"Dress","Gucci","Kids' Fashion",56,2.6925403432178,"White","XL","ID351351351",286,"Arrependimento"
"281",281,"7/24/2022",30,281,"Jeans","H&M","Women's Fashion",40,2.35431394249907,"Green","S","ID352252252",312,"Não informado"
"282",282,"11/15/2022",18,NA,"Jeans","Nike","Men's Fashion",12,1.50825214734852,"Black","M","ID353153153",72,"Não informado"
"283",283,"3/20/2022",95,283,"Sweater","H&M","Men's Fashion",84,3.48872490558555,"White","S","ID354054054",NA,NA
"284",284,"12/31/2022",78,284,"T-shirt","Zara","Men's Fashion",64,2.87683372526697,"Black","S","ID354954955",NA,NA
"285",285,"9/20/2022",49,285,"Sweater","Nike","Women's Fashion",64,2.58385947127208,"Yellow","L","ID355855856",NA,NA
"286",286,"12/21/2022",69,286,"T-shirt","H&M","Kids' Fashion",100,4.00940487330212,"White","XL","ID356756756",NA,NA
"287",287,"11/27/2022",71,287,"T-shirt","Zara","Kids' Fashion",46,2.60759295936163,"Blue","XL","ID357657657",NA,NA
"288",288,"8/7/2022",13,288,"Sweater","Nike","Men's Fashion",48,2.31169244358304,"Black","M","ID358558558",283,"Produto com defeito"
"289",289,"1/2/2022",88,289,"Sweater","Adidas","Kids' Fashion",63,2.93760187092839,"Blue","M","ID359459459",NA,NA
"290",290,"7/12/2022",38,290,"Sweater","Zara","Men's Fashion",72,2.98813291973204,"White","S","ID360360360",NA,NA
"291",291,NA,3,291,"Dress","H&M","Women's Fashion",63,2.67053495504293,"White","XL","ID361261261",NA,NA
"292",292,"12/25/2022",91,292,"T-shirt","Nike","Men's Fashion",69,3.06492625756315,"Green","S","ID362162162",NA,NA
"293",293,"1/20/2022",9,293,"Sweater","Nike","Men's Fashion",16,1.7963412453143,"Black","XL","ID363063063",NA,NA
"294",294,"1/8/2022",4,294,"Dress","H&M","Women's Fashion",19,1.23941171358386,"White","XL","ID363963964",NA,NA
"295",295,"9/19/2022",39,295,"Dress","H&M","Kids' Fashion",45,2.3595568667815,"Black","XL","ID364864865",346,"Arrependimento"
"296",296,"8/24/2022",99,296,"T-shirt","H&M","Women's Fashion",30,2.0409885662791,"White","S","ID365765765",NA,NA
"297",297,"3/10/2022",30,297,"Sweater","Gucci","Kids' Fashion",39,2.3739609504002,"Blue","XL","ID366666666",223,"Arrependimento"
"298",298,"7/30/2022",4,298,"Shoes","Zara","Women's Fashion",64,3.12070749065866,"Red","M","ID367567567",107,"Produto com defeito"
"299",299,"9/12/2022",69,299,"Shoes","Gucci","Kids' Fashion",34,1.86294476385217,"Green","S","ID368468468",NA,NA
"300",300,"10/1/2022",3,300,"Shoes","Adidas","Kids' Fashion",31,2.20241941894653,"White","S","ID369369369",NA,NA
"301",301,"11/24/2022",66,301,"Shoes","Adidas","Kids' Fashion",10,1.30427689122144,"Yellow","M","ID370270270",265,"Não informado"
"302",302,"8/9/2022",49,302,"T-shirt","Gucci","Kids' Fashion",43,2.38462786603074,"White","M","ID371171171",NA,NA
"303",303,"9/19/2022",11,303,"Jeans","Gucci","Women's Fashion",48,2.47542377201078,"White","XL","ID372072072",NA,NA
"304",304,"7/12/2022",7,304,"Dress","Adidas","Women's Fashion",40,2.3434701624361,"Green","M","ID372972973",NA,NA
"305",305,"1/1/2022",26,305,"Shoes","H&M","Women's Fashion",52,2.63606264925766,"White","L","ID373873874",327,"Arrependimento"
"306",306,"12/17/2022",73,306,"T-shirt","Gucci","Men's Fashion",49,2.61539465572158,"Black","XL","ID374774774",NA,NA
"307",307,"8/31/2022",62,307,"Dress","Zara","Men's Fashion",48,2.54810897509774,"Yellow","S","ID375675675",NA,NA
"308",308,"1/22/2022",42,308,"Jeans","Adidas","Men's Fashion",45,2.37052462251406,"Yellow","S","ID376576576",NA,NA
"309",309,"10/27/2022",37,309,"Jeans","Gucci","Kids' Fashion",35,NA,"Black","S","ID377477477",NA,NA
"310",310,"8/26/2022",61,310,"Jeans","H&M","Men's Fashion",52,2.76778468909497,"White","XL","ID378378378",NA,NA
"311",311,"6/10/2022",55,311,"Jeans","Nike","Men's Fashion",67,2.85902310260504,"Black","L","ID379279279",NA,NA
"312",312,"12/29/2022",41,312,"Jeans","Zara","Men's Fashion",68,2.93549343003492,"White","S","ID380180180",NA,NA
"313",313,"3/28/2022",97,313,"Shoes","H&M","Women's Fashion",41,2.46663171362616,"Green","XL","ID381081081",NA,NA
"314",314,"12/24/2022",13,314,"Jeans","Nike","Kids' Fashion",71,3.24752898529287,"Red","L","ID381981982",270,"Não informado"
"315",315,"1/5/2022",90,315,"Jeans","Nike","Kids' Fashion",48,2.64427347555418,"White","XL","ID382882883",65,"Arrependimento"
"316",316,"8/25/2022",34,316,"Jeans","H&M","Women's Fashion",48,2.56549767513275,"Red","S","ID383783783",278,"Não informado"
"317",317,"10/22/2022",55,317,"Dress","Adidas","Women's Fashion",58,2.59441953076581,"Red","XL","ID384684684",NA,NA
"318",318,"9/12/2022",88,318,"Sweater","Zara","Men's Fashion",51,2.73114377837139,"Yellow","S","ID385585585",44,"Arrependimento"
"319",319,"4/11/2022",39,319,"Jeans","H&M","Men's Fashion",53,2.91271795048763,"White","L","ID386486486",68,"Arrependimento"
"320",320,"8/10/2022",25,320,"Sweater","H&M","Kids' Fashion",42,2.05104464477036,"Yellow","L","ID387387387",NA,NA
"321",321,"5/23/2022",34,321,"Shoes","Gucci","Kids' Fashion",60,2.59292835477194,"Red","S","ID388288288",NA,NA
"322",322,"8/14/2022",58,322,"Shoes","H&M","Kids' Fashion",45,2.28690200116917,"Red","M","ID389189189",177,"Arrependimento"
"323",323,"5/12/2022",30,323,"Shoes","Zara","Women's Fashion",51,2.47753366162579,"Green","M","ID390090090",325,"Produto com defeito"
"324",324,"12/10/2022",3,324,"Sweater","Gucci","Men's Fashion",58,2.69572742074316,"Black","XL","ID390990991",NA,NA
"325",325,"1/9/2022",67,325,"T-shirt","Nike","Men's Fashion",38,2.08279237948175,"Black","XL","ID391891892",NA,NA
"326",326,"8/24/2022",7,326,"Jeans","Zara","Men's Fashion",24,1.54690046826883,"Green","L","ID392792792",NA,NA
"327",327,"10/11/2022",95,327,"Dress","Adidas","Kids' Fashion",40,2.03515710123878,"White",NA,"ID393693693",NA,NA
"328",328,"9/22/2022",34,328,"Jeans","Adidas","Kids' Fashion",64,2.7199651101752,"Blue","L","ID394594594",83,"Produto com defeito"
"329",329,"7/12/2022",49,329,"Jeans","Nike","Women's Fashion",44,2.60576654325206,"Blue","XL","ID395495495",NA,NA
"330",330,"1/10/2022",15,330,"T-shirt","Zara","Men's Fashion",37,1.76911448741667,"Blue","M","ID396396396",288,"Arrependimento"
"331",331,"5/8/2022",61,331,"T-shirt","Adidas","Kids' Fashion",90,3.4693221469202,"Black","S","ID397297297",NA,NA
"332",332,"12/13/2022",25,332,"Shoes","Zara","Men's Fashion",57,2.82000090555707,"Blue","M","ID398198198",NA,NA
"333",333,"12/17/2022",60,333,"Dress","H&M","Kids' Fashion",37,2.35588208136713,"Yellow","M","ID399099099",264,"Produto com defeito"
"334",334,NA,80,334,"Sweater","Zara","Men's Fashion",59,2.79918585175817,"Yellow","L","ID400000000",218,"Produto com defeito"
"335",335,"9/30/2022",25,335,"Sweater","Gucci","Men's Fashion",NA,2.40057993617032,"Red","XL","ID400900901",NA,NA
"336",336,"3/11/2022",71,336,"T-shirt","Nike","Kids' Fashion",55,2.57440545063508,"White","XL","ID401801801",NA,NA
"337",337,"10/23/2022",1,337,"Shoes","Nike","Women's Fashion",55,2.34956663144915,"White","L","ID402702702",143,"Arrependimento"
"338",338,"4/12/2022",22,338,"Sweater",NA,"Women's Fashion",50,2.40416803711493,"Blue","S","ID403603603",116,"Não informado"
"339",339,"9/8/2022",46,339,"Dress","Gucci","Women's Fashion",58,2.7972330727307,"White","M","ID404504504",203,"Arrependimento"
"340",340,"3/9/2022",52,340,"Sweater","Adidas","Women's Fashion",78,3.30359006337963,"Blue","L","ID405405405",69,"Arrependimento"
"341",341,"10/11/2022",27,341,"Jeans","Gucci","Men's Fashion",42,1.92054347520149,"Red","XL","ID406306306",NA,NA
"342",342,"1/27/2022",69,342,"Sweater","Zara","Women's Fashion",26,1.74806212550456,"Yellow","S","ID407207207",NA,NA
"343",343,"9/20/2022",29,343,"T-shirt","Gucci","Women's Fashion",66,2.8554411579456,"Yellow","XL","ID408108108",NA,NA
"344",344,"10/29/2022",42,344,NA,"Nike","Kids' Fashion",72,3.4182609316737,"Blue","L","ID409009009",NA,NA
"345",345,"1/7/2022",97,345,"Shoes","H&M","Kids' Fashion",36,2.17507900528646,"Yellow","S","ID409909910",109,"Não informado"
"346",346,"9/26/2022",62,346,"Jeans","Adidas","Kids' Fashion",42,2.23615063642843,"Yellow","XL","ID410810810",NA,NA
"347",347,NA,76,347,"Dress","H&M","Men's Fashion",42,1.96940985677481,"Blue","XL","ID411711711",37,"Não informado"
"348",348,"12/21/2022",52,348,"Shoes","Zara","Kids' Fashion",61,2.92627580085122,"Blue","XL","ID412612612",NA,NA
"349",349,NA,36,349,"Dress","Adidas","Kids' Fashion",31,1.83121642194084,"White","XL","ID413513513",NA,NA
"350",350,"1/20/2022",50,350,"Jeans","H&M","Kids' Fashion",38,2.03425058840277,"Black","XL","ID414414414",NA,NA
"351",351,"10/12/2022",52,351,"Jeans","Nike","Women's Fashion",42,2.34766803385024,"Red","XL","ID415315315",NA,NA
"352",352,"12/20/2022",41,NA,"Dress","H&M","Men's Fashion",50,2.82903391092568,"Green","XL","ID416216216",127,"Não informado"
"353",353,"8/10/2022",87,353,"Sweater","Nike","Women's Fashion",49,2.48471334061,"Blue","M","ID417117117",NA,NA
"354",354,"1/9/2022",7,354,"Dress","Gucci","Men's Fashion",79,3.2120892264425,"Red","M","ID418018018",NA,NA
"355",355,"3/11/2022",59,355,"Sweater","Nike","Kids' Fashion",57,2.79771402022404,"Red","XL","ID418918919",NA,NA
"356",356,"10/21/2022",93,356,"Dress","Zara","Kids' Fashion",23,1.88228142713967,"Black","S","ID419819819",NA,NA
"357",357,"12/10/2022",89,357,"T-shirt","Adidas","Kids' Fashion",48,2.33228616757564,"Yellow","L","ID420720720",NA,NA
"358",358,"1/4/2022",66,358,"Shoes","Adidas","Men's Fashion",52,2.35388391468594,"Blue","XL","ID421621621",48,"Não informado"
"359",359,"9/19/2022",55,359,"Dress","Nike","Kids' Fashion",10,1.05579931775328,"Red","L","ID422522522",NA,NA
"360",360,"10/24/2022",42,360,"Sweater","H&M","Women's Fashion",35,1.99400427104267,"Black","XL","ID423423423",313,"Não informado"
"361",361,"8/25/2022",78,361,"Sweater","H&M","Kids' Fashion",52,2.62493246092328,"Blue","XL","ID424324324",189,"Não informado"
"362",362,"12/20/2022",22,362,"Jeans","Adidas","Men's Fashion",64,2.98348907544524,"Red","S","ID425225225",77,"Arrependimento"
"363",363,"12/25/2022",72,363,"Jeans","Nike","Kids' Fashion",53,3.04812500165079,"Yellow","L","ID426126126",NA,NA
"364",364,"11/9/2022",60,364,"Jeans","Nike","Kids' Fashion",55,3.11471138214925,"Black","M","ID427027027",263,"Não informado"
"365",365,"12/12/2022",92,365,"T-shirt","Nike","Men's Fashion",27,1.77187415123929,"White","L","ID427927928",NA,NA
"366",366,"1/21/2022",7,366,"Dress","Nike","Women's Fashion",39,2.1426591995537,"Yellow","L","ID428828828",NA,NA
"367",367,"11/24/2022",17,367,"Shoes","Nike","Women's Fashion",60,3.09876599694456,"Yellow","S","ID429729729",NA,NA
"368",368,"1/10/2022",60,368,"Shoes","Nike","Women's Fashion",59,2.97485453554275,"Blue","XL","ID430630630",131,"Não informado"
"369",369,"8/3/2022",62,369,"Shoes","Nike","Women's Fashion",55,2.80991881936203,"Green","M","ID431531531",NA,NA
"370",370,"5/8/2022",75,370,"T-shirt","Nike","Kids' Fashion",49,2.29664177824652,"White","S","ID432432432",NA,NA
"371",371,"11/16/2022",65,371,"Dress","Nike","Women's Fashion",49,2.42232730234583,"White","XL","ID433333333",27,"Arrependimento"
"372",372,"12/10/2022",63,372,"Dress","Nike","Men's Fashion",67,2.73879788698748,"White","S","ID434234234",215,"Não informado"
"373",373,"5/10/2022",87,373,"T-shirt","Adidas","Men's Fashion",53,2.70372395870472,"Green","M","ID435135135",NA,NA
"374",374,"10/28/2022",23,374,"Jeans","Nike","Men's Fashion",70,2.9369317839375,"Black","S","ID436036036",120,"Não informado"
"375",375,"10/23/2022",68,375,"Jeans","Zara","Women's Fashion",71,2.97325229295837,"Blue","XL","ID436936937",NA,NA
"376",376,"8/25/2022",16,376,"Shoes","H&M","Kids' Fashion",46,2.56116620288044,"Green","S","ID437837837",NA,NA
"377",377,"1/20/2022",33,377,"Shoes","Zara","Women's Fashion",60,2.8132956385881,"Black","L","ID438738738",NA,NA
"378",378,"10/4/2022",55,378,"T-shirt","Nike","Men's Fashion",47,2.68369656543141,"Red","S","ID439639639",NA,NA
"379",379,"1/4/2022",89,379,"Jeans","Nike","Women's Fashion",35,2.31296716542686,"White","M","ID440540540",NA,NA
"380",380,"4/29/2022",73,380,"Dress","Gucci","Women's Fashion",37,2.16103056797409,"Red","XL","ID441441441",62,"Arrependimento"
"381",381,"1/18/2022",32,381,"Shoes","H&M","Men's Fashion",57,2.97821624247411,"Green","S","ID442342342",NA,NA
"382",382,"2/25/2022",NA,382,"T-shirt","Gucci","Men's Fashion",32,1.91502348966247,"Yellow","M","ID443243243",NA,NA
"383",383,"12/13/2022",32,383,"Jeans","H&M",NA,50,2.1973954446678,"Black","L","ID444144144",NA,NA
"384",384,"9/9/2022",90,384,"Sweater","H&M","Kids' Fashion",68,2.8066933939038,"Black","L","ID445045045",119,"Produto com defeito"
"385",385,"9/11/2022",74,385,"Shoes","Gucci","Women's Fashion",51,2.54961448737924,"Yellow","L","ID445945946",NA,NA
"386",386,"5/16/2022",27,386,"Dress","Adidas","Women's Fashion",57,2.70703804415788,"Yellow","XL","ID446846846",NA,NA
"387",387,"7/13/2022",52,387,"Dress","Adidas","Women's Fashion",30,2.03915994823529,"Green","XL","ID447747747",NA,NA
"388",388,"8/11/2022",7,388,"T-shirt","H&M","Men's Fashion",51,2.66024446118134,"Green","M","ID448648648",NA,NA
"389",389,"12/14/2022",51,389,"T-shirt","Zara","Women's Fashion",59,2.98208604566355,"White","XL","ID449549549",134,"Produto com defeito"
"390",390,"1/10/2022",89,390,NA,"Adidas","Women's Fashion",34,1.9531071597514,"Green","M","ID450450450",NA,NA
"391",391,"9/10/2022",NA,391,"Dress","Gucci","Women's Fashion",62,3.12012855379847,"Blue","M","ID451351351",NA,NA
"392",392,"9/14/2022",73,392,"T-shirt","Zara","Men's Fashion",55,2.54121133619179,"White","S","ID452252252",NA,NA
"393",393,"7/8/2022",19,393,"Shoes","H&M","Men's Fashion",42,2.31332364516977,"Black","M","ID453153153",187,"Produto com defeito"
"394",394,"1/2/2022",NA,394,"T-shirt","Gucci","Men's Fashion",42,2.10740235488568,"Yellow","M","ID454054054",NA,NA
"395",395,"11/13/2022",90,395,"Shoes","Nike","Women's Fashion",23,1.75342574093914,"Yellow","M","ID454954955",NA,NA
"396",396,"1/21/2022",33,396,"Shoes","Zara","Men's Fashion",47,2.30817385813992,"Blue","M","ID455855855",NA,NA
"397",397,"4/10/2022",100,397,"Shoes","Zara","Kids' Fashion",58,2.91729775683124,NA,"XL","ID456756756",140,"Não informado"
"398",398,"3/11/2022",39,398,"T-shirt","H&M","Men's Fashion",61,3.18308986880667,"White","M","ID457657657",297,"Produto com defeito"
"399",399,"1/18/2022",36,399,"Dress","Adidas","Men's Fashion",56,2.66345785764705,"Yellow","L","ID458558558",NA,NA
"400",400,"10/25/2022",95,400,"Jeans","H&M","Women's Fashion",55,2.73990901559267,"Green","S","ID459459459",350,"Não informado"
"401",401,"1/11/2022",41,401,"Jeans","Gucci","Women's Fashion",53,2.60139982039262,"Green","S","ID460360360",NA,NA
"402",402,"12/24/2022",10,402,"Shoes","H&M","Women's Fashion",29,1.96308130486663,"Yellow","M","ID461261261",128,"Produto com defeito"
"403",403,"4/9/2022",83,403,"Shoes","Adidas","Men's Fashion",76,3.20112934500993,"Red","S","ID462162162",NA,NA
"404",404,"12/8/2022",37,NA,"Shoes","Adidas","Men's Fashion",53,2.55997424030633,"Green","M","ID463063063",NA,NA
"405",405,"10/14/2022",61,405,"Jeans","Adidas","Women's Fashion",64,3.07151197847777,"Blue","S","ID463963964",NA,NA
"406",406,"1/5/2022",89,406,"Shoes","Nike","Men's Fashion",65,2.8648119586622,"Black","L","ID464864864",186,"Produto com defeito"
"407",407,"8/7/2022",50,407,"Shoes","Nike","Women's Fashion",24,1.72572910701492,"White","XL","ID465765765",NA,NA
"408",408,"11/28/2022",54,408,"Sweater","H&M","Men's Fashion",35,2.03598201594376,"White","L","ID466666666",NA,NA
"409",409,"9/19/2022",28,409,"Shoes","Nike","Kids' Fashion",59,2.54461940872093,"Red","S","ID467567567",254,"Não informado"
"410",410,"9/8/2022",48,410,"Jeans","H&M","Kids' Fashion",57,2.82216910699795,"Green","XL","ID468468468",NA,NA
"411",411,"12/3/2022",35,411,"Sweater","Nike","Men's Fashion",65,2.78662607449801,"Red","M","ID469369369",NA,NA
"412",412,"10/9/2022",66,NA,"Shoes","Nike","Kids' Fashion",53,2.78858673740259,"Black","XL","ID470270270",NA,NA
"413",413,"5/6/2022",18,413,NA,"Zara","Women's Fashion",40,2.43379368069236,"Green","XL","ID471171171",NA,NA
"414",414,"8/14/2022",13,414,"Dress","Zara","Kids' Fashion",83,3.49037549607959,"Black","XL","ID472072072",294,"Produto com defeito"
"415",415,"12/28/2022",22,415,"Jeans","H&M","Kids' Fashion",85,3.14486501044639,"Yellow","L","ID472972973",NA,NA
"416",416,"7/6/2022",30,416,"Sweater","H&M","Women's Fashion",29,1.79967157871372,"Blue","S","ID473873873",NA,NA
"417",417,"7/26/2022",58,417,"Shoes","H&M","Women's Fashion",36,1.92541779874578,"Red","S","ID474774774",NA,NA
"418",418,"11/13/2022",82,418,"Jeans","Zara","Men's Fashion",40,2.02780676087391,"Blue","S","ID475675675",NA,NA
"419",419,"6/10/2022",44,NA,"T-shirt","H&M","Kids' Fashion",40,2.19969202029357,"Yellow","L","ID476576576",NA,NA
"420",420,"1/3/2022",79,420,"Jeans","Adidas","Men's Fashion",46,2.02366650108708,"White","M","ID477477477",NA,NA
"421",421,"1/22/2022",18,421,"T-shirt","Nike","Kids' Fashion",49,2.366593762915,"White","M","ID478378378",157,"Arrependimento"
"422",422,"9/12/2022",79,422,"Dress","Nike","Kids' Fashion",55,2.53658675368849,"Blue","S","ID479279279",284,"Arrependimento"
